Timestamp,Roll,Roll_PID,Pitch,Pitch_PID,Motor_FL,Motor_FR,Motor_RL,Motor_RR,ROLL_P,ROLL_I,ROLL_D
23:03.9,100,0,25.00-0.31,34.14,0.03,6.75,679,611,666,598,
23:03.9,100,0,25.00-0.31,29.7,0.03,3.78,672,613,664,605,
23:03.9,100,0,25.00-0.31,31.65,0.03,3.96,674,611,666,603,
23:03.9,100,0,25.00-0.31,32.74,0.02,-0.73,671,605,672,606,
23:03.9,100,0,25.00-0.31,36.06,0.03,-4.8,670,598,679,607,
23:03.9,100,0,25.00-0.32,37.44,0.03,-7.79,668,593,684,609,
23:03.9,100,0,25.00-0.32,35.3,0.03,-6.91,667,596,681,610,
23:03.9,100,0,25.00-0.32,31.4,0.03,-4.44,665,603,674,612,
23:03.9,100,0,25.00-0.32,30.82,0.03,-2.99,666,605,672,611,
23:03.9,100,0,25.00-0.32,33.29,0.03,-3.36,668,602,675,609,
23:03.9,100,0,25.00-0.32,40.7,0.03,-5.4,674,592,685,603,
23:03.9,100,0,25.00-0.32,45.52,0.03,-6.24,678,587,690,599,
23:03.9,100,0,25.00-0.32,44.59,0.03,-4.5,679,589,688,598,
23:03.9,100,0,25.00-0.32,41.57,0.03,-2,678,595,682,599,
23:03.9,100,0,25.00-0.33,38.42,0.03,1.92,679,602,675,598,
23:03.9,100,0,25.00-0.33,45.3,0.03,0.36,684,594,683,593,
23:03.9,100,0,25.00-0.33,37.91,0.03,-0.62,676,600,677,601,
23:03.9,100,0,25.00-0.33,32.33,0.03,0,671,606,671,606,
23:04.0,100,0,25.00-0.33,31.5,0.03,-3.21,667,604,673,610,
23:04.0,100,0,25.00-0.33,36.41,0.03,-4.29,671,598,679,606,
23:04.0,100,0,25.00-0.33,37.33,0.03,-4.04,672,597,680,605,
23:04.0,100,0,25.00-0.33,40.33,0.03,-3.32,676,595,682,601,
23:04.0,100,0,25.00-0.33,39.49,0.03,-2.67,675,596,681,602,
23:04.0,100,0,25.00-0.33,38.21,0.03,-1.21,676,599,678,601,
23:04.0,100,0,25.00-0.33,34.02,0.03,-1.66,671,603,674,606,
23:04.0,100,0,25.00-0.33,30.96,0.03,-2.83,667,605,672,610,
23:04.0,100,0,25.00-0.33,28.29,0.03,-6.01,661,604,673,616,
23:04.0,100,0,25.00-0.33,25.94,0.03,-5.27,659,607,670,618,
23:04.0,100,0,25.00-0.33,26.55,0.03,-3.52,662,608,669,615,
23:04.0,100,0,25.00-0.33,26.4,0.03,-1.72,663,610,667,614,
23:04.0,100,0,25.00-0.33,28.72,0.03,-2.32,665,607,670,612,
23:04.0,100,0,25.00-0.33,31.86,0.03,-4.01,666,603,674,611,
23:04.0,100,0,25.00-0.33,32.98,0.03,-4.75,667,601,676,610,
23:04.0,100,0,25.00-0.33,34.14,0.03,-6.01,667,598,679,610,
23:04.0,100,0,25.00-0.33,33.27,0.03,-3.37,668,602,675,609,
23:04.0,100,0,25.00-0.33,33.86,0.03,1.35,674,606,671,603,
23:04.0,100,0,25.00-0.33,37.16,0.03,3.96,680,605,672,597,
23:04.0,100,0,25.00-0.33,43.36,0.03,5.23,687,600,677,590,
23:04.1,100,0,25.00-0.33,48.66,0.02,5.77,693,596,681,584,
23:04.1,100,0,25.00-0.34,52.2,0.02,4.66,695,591,686,582,
23:04.1,100,0,25.00-0.34,52.31,0.02,3.23,694,589,688,583,
23:04.1,100,0,25.00-0.34,47.51,0.02,1.3,687,592,685,590,
23:04.1,100,0,25.00-0.35,39.47,0.02,-1.43,677,598,679,600,
23:04.1,100,0,25.00-0.35,33.75,0.02,-3.67,669,601,676,608,
23:04.1,100,0,25.00-0.34,33.08,0.02,-9.21,662,596,681,615,
23:04.1,100,0,25.00-0.34,31.06,0.02,-13.86,656,594,683,621,
23:04.1,100,0,25.00-0.34,31.69,0.03,-13.17,657,594,683,620,
23:04.1,100,0,25.00-0.34,30.88,0.03,-9.33,660,598,679,617,
23:04.1,100,0,25.00-0.34,32.6,0.03,-2.97,668,603,674,609,
23:04.1,100,0,25.00-0.34,38.36,0.03,1.07,678,601,676,599,
23:04.1,100,0,25.00-0.35,43.49,0.03,1.9,684,597,680,593,
23:04.1,100,0,25.00-0.35,43.24,0.03,-2.72,679,593,684,598,
23:04.1,100,0,25.00-0.35,37.03,0.03,-7.1,668,594,683,609,
23:04.1,100,0,25.00-0.35,28.87,0.03,-10.39,657,599,678,620,
23:04.1,100,0,25.00-0.34,24.67,0.03,-13.16,650,601,676,627,
23:04.1,100,0,25.00-0.34,21.34,0.03,-14.28,646,603,674,631,
23:04.1,100,0,25.00-0.34,23.2,0.04,-15.05,647,600,677,630,
23:04.1,100,0,25.00-0.34,28.48,0.04,-10.27,657,600,677,620,
23:04.2,100,0,25.00-0.34,32.65,0.04,-5.38,666,600,677,611,
23:04.2,100,0,25.00-0.34,35.22,0.04,1.74,675,605,672,602,
23:04.2,100,0,25.00-0.34,33.77,0.03,5.5,678,610,667,599,
23:04.2,100,0,25.00-0.34,32.53,0.03,6.77,678,613,664,599,
23:04.2,100,0,25.00-0.34,33.97,0.03,6.48,679,611,666,598,
23:04.2,100,0,25.00-0.34,36.92,0.03,2.52,678,604,673,599,
23:04.2,100,0,25.00-0.34,41.16,0.03,-1.93,678,595,682,599,
23:04.2,100,0,25.00-0.34,39.64,0.03,-7.56,671,591,686,606,
23:04.2,100,0,25.00-0.34,31.04,0.03,-12.37,657,595,682,620,
23:04.2,100,0,25.00-0.34,15.95,0.03,-15.97,638,607,670,639,
23:04.2,100,0,25.00-0.33,7.13,0.04,-20.38,625,611,666,652,
23:04.2,100,0,25.00-0.32,-11.42,0.04,7.69,635,658,619,642,
23:04.2,100,0,25.00-0.32,-6.88,0.03,0.13,632,646,631,645,
23:04.2,100,0,25.00-0.31,9.2,0.03,0.06,648,629,648,629,
23:04.2,100,0,25.00-0.31,17.02,0.03,8.67,664,630,647,613,
23:04.2,100,0,25.00-0.31,21.64,0.03,6.27,666,623,654,611,
23:04.2,100,0,25.00-0.31,33.17,0.03,-1.57,670,604,673,607,
23:04.2,100,0,25.00-0.31,25.23,0.03,-2.17,662,611,666,615,
23:04.2,100,0,25.00-0.30,21.13,0.03,3.18,663,621,656,614,
23:04.3,100,0,25.00-0.30,20.99,0.03,5.73,665,623,654,612,
23:04.3,100,0,25.00-0.30,21.24,0.03,3.94,664,621,656,613,
23:04.3,100,0,25.00-0.30,26.83,0.02,9.37,675,621,656,602,
23:04.3,100,0,25.00-0.30,28.45,0.02,-11.32,656,599,678,621,
23:04.3,100,0,25.00-0.30,22.34,0.02,9.28,670,625,652,607,
23:04.3,100,0,25.00-0.29,11.12,0.02,1.86,651,629,648,626,
23:04.3,100,0,25.00-0.29,17.3,0.02,-20.57,635,601,676,642,
23:04.3,100,0,25.00-0.29,16.84,0.02,1.01,656,623,654,621,
23:04.3,100,0,25.00-0.29,14.79,0.02,-5.44,648,618,659,629,
23:04.3,100,0,25.00-0.29,30.23,0.03,-4.53,664,604,673,613,
23:04.3,100,0,25.00-0.29,24.26,0.03,-3.63,659,611,666,618,
23:04.3,100,0,25.00-0.29,27.4,0.02,1.48,667,613,664,610,
23:04.3,100,0,25.00-0.29,25.57,0.03,-13.86,650,599,678,627,
23:04.3,100,0,25.00-0.29,28.86,0.03,-9.54,658,600,677,619,
23:04.3,100,0,25.00-0.29,27.14,0.03,-8.44,657,603,674,620,
23:04.3,100,0,25.00-0.28,19.63,0.03,-0.52,658,618,659,619,
23:04.3,100,0,25.00-0.28,30.2,0.03,-3.22,665,605,672,612,
23:04.3,100,0,25.00-0.28,30.31,0.03,-6.66,662,602,675,615,
23:04.3,100,0,25.00-0.28,28.06,0.03,-1.94,665,608,669,612,
23:04.3,100,0,25.00-0.29,36.19,0.03,0.37,675,603,674,602,
23:04.4,100,0,25.00-0.29,39.42,0.03,0.21,678,599,678,599,
23:04.4,100,0,25.00-0.29,41.99,0.03,-1.33,679,595,682,598,
23:04.4,100,0,25.00-0.29,42.52,0.03,-1.95,679,594,683,598,
23:04.4,100,0,25.00-0.29,38.81,0.03,-1.41,676,598,679,601,
23:04.4,100,0,25.00-0.30,36.83,0.03,-0.45,675,601,676,602,
23:04.4,100,0,25.00-0.30,34.6,0.03,-1.29,672,603,674,605,
23:04.4,100,0,25.00-0.30,33.67,0.03,-3.38,669,601,676,608,
23:04.4,100,0,25.00-0.30,31.79,0.03,-5.5,665,601,676,612,
23:04.4,100,0,25.00-0.30,33.41,0.03,-3.77,668,601,676,609,
23:04.4,100,0,25.00-0.30,33.18,0.03,-4.49,667,601,676,610,
23:04.4,100,0,25.00-0.30,31.59,0.03,-4.33,666,603,674,611,
23:04.4,100,0,25.00-0.30,29.43,0.03,-4.38,664,605,672,613,
23:04.4,100,0,25.00-0.30,33.71,0.03,-8.08,664,597,680,613,
23:04.4,100,0,25.00-0.30,29.13,0.03,-1.17,666,608,669,611,
23:04.4,100,0,25.00-0.30,23.16,0.03,0.4,662,616,661,615,
23:04.4,100,0,25.00-0.30,29.27,0.03,-1.69,666,608,669,611,
23:04.4,100,0,25.00-0.30,30.45,0.03,-5.38,664,603,674,613,
23:04.4,100,0,25.00-0.30,29.4,0.03,-4.79,663,604,673,614,
23:04.4,100,0,25.00-0.30,28.35,0.03,-2.71,664,607,670,613,
23:04.4,100,0,25.00-0.30,29.27,0.03,-0.79,667,608,669,610,
23:04.5,100,0,25.00-0.30,30.21,0.03,1.38,670,610,667,607,
23:04.5,100,0,25.00-0.30,34.03,0.03,2.69,675,607,670,602,
23:04.5,100,0,25.00-0.30,33.27,0.03,2.42,674,608,669,603,
23:04.5,100,0,25.00-0.30,32.68,0.02,2.09,673,608,669,604,
23:04.5,100,0,25.00-0.30,32.36,0.02,1.69,673,608,669,604,
23:04.5,100,0,25.00-0.30,31.85,0.02,-1.16,669,605,672,608,
23:04.5,100,0,25.00-0.30,31.36,0.02,-2.72,667,604,673,610,
23:04.5,100,0,25.00-0.30,31.54,0.02,-5.1,665,602,675,612,
23:04.5,100,0,25.00-0.30,29.91,0.03,-5.5,663,603,674,614,
23:04.5,100,0,25.00-0.30,27.68,0.03,-5.78,660,605,672,617,
23:04.5,100,0,25.00-0.30,28.67,0.03,-7.04,660,603,674,617,
23:04.5,100,0,25.00-0.30,28.06,0.03,-9.96,657,600,677,620,
23:04.5,100,0,25.00-0.30,26.87,0.03,-10.13,655,601,676,622,
23:04.5,100,0,25.00-0.30,25.98,0.03,-11.04,653,601,676,624,
23:04.5,100,0,25.00-0.30,26.92,0.03,-8.89,657,603,674,620,
23:04.5,100,0,25.00-0.30,27.17,0.03,-6.83,659,604,673,618,
23:04.5,100,0,25.00-0.30,27.75,0.03,-4.3,662,606,671,615,
23:04.5,100,0,25.00-0.30,28.23,0.03,-2.34,664,608,669,613,
23:04.5,100,0,25.00-0.30,28.2,0.03,-1.1,666,609,668,611,
23:04.5,100,0,25.00-0.30,28.76,0.03,1.24,668,611,666,609,
23:04.6,100,0,25.00-0.30,28.78,0.03,-0.36,667,609,668,610,
23:04.6,100,0,25.00-0.30,31.07,0.03,-0.03,670,607,670,607,
23:04.6,100,0,25.00-0.30,31.83,0.03,1.94,672,609,668,605,
23:04.6,100,0,25.00-0.30,31.87,0.03,2.94,673,610,667,604,
23:04.6,100,0,25.00-0.30,34.19,0.03,-1.33,671,603,674,606,
23:04.6,100,0,25.00-0.30,33.42,0.03,-3.5,668,602,675,609,
23:04.6,100,0,25.00-0.30,33.53,0.03,-7.35,665,598,679,612,
23:04.6,100,0,25.00-0.30,32.81,0.03,-8.35,663,597,680,614,
23:04.6,100,0,25.00-0.30,34.18,0.03,-8.64,664,596,681,613,
23:04.6,100,0,25.00-0.30,32.61,0.03,-7.62,663,598,679,614,
23:04.6,100,0,25.00-0.30,31.13,0.03,-7.27,662,600,677,615,
23:04.6,100,0,25.00-0.30,30.04,0.03,-7.12,661,601,676,616,
23:04.6,100,0,25.00-0.30,26.33,0.03,-9.08,656,603,674,621,
23:04.6,100,0,25.00-0.30,24.19,0.04,-9.81,653,605,672,624,
23:04.6,100,0,25.00-0.30,23.65,0.04,-7.22,655,608,669,622,
23:04.6,100,0,25.00-0.30,25.62,0.04,-4.73,659,608,669,618,
23:04.6,100,0,25.00-0.30,25.86,0.04,-2.9,661,610,667,616,
23:04.6,100,0,25.00-0.30,27.44,0.04,-2.03,664,609,668,613,
23:04.6,100,0,25.00-0.30,28.62,0.04,-1.83,665,608,669,612,
23:04.6,100,0,25.00-0.30,26.88,0.04,-1.73,664,610,667,613,
23:04.7,100,0,25.00-0.30,28.66,0.04,-0.92,666,609,668,611,
23:04.7,100,0,25.00-0.30,27.78,0.04,-4.53,662,606,671,615,
23:04.7,100,0,25.00-0.30,29.58,0.03,-1.47,667,607,670,610,
23:04.7,100,0,25.00-0.30,35.38,0.03,-2.77,671,600,677,606,
23:04.7,100,0,25.00-0.30,34.8,0.03,-4.17,669,600,677,608,
23:04.7,100,0,25.00-0.30,29.19,0.03,-2.55,665,607,670,612,
23:04.7,100,0,25.00-0.30,31.32,0.03,-0.7,669,606,671,608,
23:04.7,100,0,25.00-0.30,30.9,0.03,-0.32,669,607,670,608,
23:04.7,100,0,25.00-0.30,31.13,0.03,2.46,672,610,667,605,
23:04.7,100,0,25.00-0.30,28.85,0.03,1.08,668,611,666,609,
23:04.7,100,0,25.00-0.30,27.73,0.03,0.31,667,611,666,610,
23:04.7,100,0,25.00-0.30,28.52,0.03,-0.9,666,609,668,611,
23:04.7,100,0,25.00-0.30,28.31,0.03,-3,664,607,670,613,
23:04.7,100,0,25.00-0.30,26.55,0.03,-2.23,663,610,667,614,
23:04.7,100,0,25.00-0.30,27.51,0.03,-1.58,664,609,668,613,
23:04.7,100,0,25.00-0.30,29.26,0.03,-1.96,666,607,670,611,
23:04.7,100,0,25.00-0.30,29.98,0.03,-0.94,668,608,669,609,
23:04.7,100,0,25.00-0.30,32.31,0.03,-2.21,669,604,673,608,
23:04.7,100,0,25.00-0.30,32.48,0.03,-2.7,668,603,674,609,
23:04.7,100,0,25.00-0.30,31.17,0.03,-3.11,667,604,673,610,
23:04.8,100,0,25.00-0.30,32.18,0.03,-3.32,667,603,674,610,
23:04.8,100,0,25.00-0.30,31.7,0.03,-2.84,667,604,673,610,
23:04.8,100,0,25.00-0.30,32.76,0.03,-3.39,668,602,675,609,
23:04.8,100,0,25.00-0.30,32.43,0.03,-3.7,667,602,675,610,
23:04.8,100,0,25.00-0.30,30.22,0.03,-5.1,664,603,674,613,
23:04.8,100,0,25.00-0.30,31.12,0.03,-6.38,663,601,676,614,
23:04.8,100,0,25.00-0.30,29.54,0.03,-3.98,664,605,672,613,
23:04.8,100,0,25.00-0.30,30.62,0.03,-4.25,665,604,673,612,
23:04.8,100,0,25.00-0.30,31.22,0.03,-2.37,667,605,672,610,
23:04.8,100,0,25.00-0.30,31.22,0.03,-0.54,669,607,670,608,
23:04.8,100,0,25.00-0.30,31.29,0.03,1.22,671,608,669,606,
23:04.8,100,0,25.00-0.30,31.08,0.03,0.59,670,608,669,607,
23:04.8,100,0,25.00-0.30,28.69,0.03,0.83,668,611,666,609,
23:04.8,100,0,25.00-0.30,27.69,0.03,-1.31,665,609,668,612,
23:04.8,100,0,25.00-0.30,25.61,0.03,-1.27,663,612,665,614,
23:04.8,100,0,25.00-0.30,26.26,0.03,-2.88,662,609,668,615,
23:04.8,100,0,25.00-0.30,26.69,0.03,-5.7,659,606,671,618,
23:04.8,100,0,25.00-0.30,27.96,0.03,-4.69,662,606,671,615,
23:04.8,100,0,25.00-0.30,26.49,0.03,-6.44,659,606,671,618,
23:04.8,100,0,25.00-0.30,28.7,0.03,-6.87,660,603,674,617,
23:04.9,100,0,25.00-0.30,28.42,0.03,-9.16,658,601,676,619,
23:04.9,100,0,25.00-0.30,30.41,0.03,-8.33,661,600,677,616,
23:04.9,100,0,25.00-0.30,31.8,0.03,-6.9,663,600,677,614,
23:04.9,100,0,25.00-0.30,33.26,0.03,-6.58,665,599,678,612,
23:04.9,100,0,25.00-0.30,34.33,0.03,-3.94,669,600,677,608,
23:04.9,100,0,25.00-0.30,35.55,0.03,-4.71,669,598,679,608,
23:04.9,100,0,25.00-0.30,34.65,0.03,-4.26,669,600,677,608,
23:04.9,100,0,25.00-0.30,32.17,0.03,-5.33,665,601,676,612,
23:04.9,100,0,25.00-0.30,29.22,0.04,-6.48,661,603,674,616,
23:04.9,100,0,25.00-0.30,27.82,0.04,-4.1,662,607,670,615,
23:04.9,100,0,25.00-0.30,25.57,0.03,-1.88,662,611,666,615,
23:04.9,100,0,25.00-0.30,26.58,0.03,0.51,666,612,665,611,
23:04.9,100,0,25.00-0.30,26.81,0.03,-0.54,665,611,666,612,
23:04.9,100,0,25.00-0.30,27.37,0.03,0.71,667,612,665,610,
23:04.9,100,0,25.00-0.30,26.16,0.03,-0.73,664,612,665,613,
23:04.9,100,0,25.00-0.30,25.92,0.03,-0.67,664,612,665,613,
23:04.9,100,0,25.00-0.30,27.27,0.03,-0.58,665,611,666,612,
23:04.9,100,0,25.00-0.30,27.35,0.03,-0.66,665,610,667,612,
23:04.9,100,0,25.00-0.30,29,0.03,0.41,668,610,667,609,
23:04.9,100,0,25.00-0.30,29.35,0.03,-0.8,667,608,669,610,
23:05.0,100,0,25.00-0.30,30.21,0.03,-1.61,667,607,670,610,
23:05.0,100,0,25.00-0.30,30.38,0.03,-3.1,666,605,672,611,
23:05.0,100,0,25.00-0.30,30.82,0.03,-4.18,665,604,673,612,
23:05.0,100,0,25.00-0.30,31.84,0.03,-5.27,665,601,676,612,
23:05.0,100,0,25.00-0.30,31.31,0.03,-4.11,666,603,674,611,
23:05.0,100,0,25.00-0.30,33.58,0.03,-2.97,669,602,675,608,
23:05.0,100,0,25.00-0.30,34.15,0.03,-2.56,670,602,675,607,
23:05.0,100,0,25.00-0.30,33.94,0.03,-4.8,668,600,677,609,
23:05.0,100,0,25.00-0.30,31.92,0.03,-5.17,665,601,676,612,
23:05.0,100,0,25.00-0.30,29.87,0.03,-6.76,662,602,675,615,
23:05.0,100,0,25.00-0.30,28.23,0.03,-7.51,659,603,674,618,
23:05.0,100,0,25.00-0.30,26.7,0.03,-7.25,658,605,672,619,
23:05.0,100,0,25.00-0.30,28.09,0.03,-7.56,659,603,674,618,
23:05.0,100,0,25.00-0.30,28.69,0.03,-5.96,661,604,673,616,
23:05.0,100,0,25.00-0.30,29.86,0.04,-5.48,663,603,674,614,
23:05.0,100,0,25.00-0.30,29.47,0.04,-5.93,662,603,674,615,
23:05.0,100,0,25.00-0.30,27.78,0.04,-6.63,660,604,673,617,
23:05.0,100,0,25.00-0.30,28.41,0.04,-5.17,662,605,672,615,
23:05.0,100,0,25.00-0.30,28.16,0.04,-4.45,662,606,671,615,
23:05.0,100,0,25.00-0.30,27.48,0.04,-3.7,662,607,670,615,
23:05.1,100,0,25.00-0.30,27.01,0.04,-1.78,664,610,667,613,
23:05.1,100,0,25.00-0.30,28.33,0.04,-0.77,666,609,668,611,
23:05.1,100,0,25.00-0.30,28.39,0.04,-2.14,665,608,669,612,
23:05.1,100,0,25.00-0.30,28.34,0.04,-1.96,665,608,669,612,
23:05.1,100,0,25.00-0.29,26.89,0.03,-1.05,664,611,666,613,
23:05.1,100,0,25.00-0.29,27.39,0.03,-1.61,664,610,667,613,
23:05.1,100,0,25.00-0.29,26.58,0.03,-0.77,664,611,666,613,
23:05.1,100,0,25.00-0.29,29.44,0.03,-1.01,667,608,669,610,
23:05.1,100,0,25.00-0.29,30.98,0.03,-2.6,667,605,672,610,
23:05.1,100,0,25.00-0.29,31.68,0.03,-4.8,665,602,675,612,
23:05.1,100,0,25.00-0.29,28.7,0.03,-5.6,662,604,673,615,
23:05.1,100,0,25.00-0.29,28.23,0.03,-5.42,661,605,672,616,
23:05.1,100,0,25.00-0.29,26.53,0.03,-5.76,659,606,671,618,
23:05.1,100,0,25.00-0.29,27.11,0.04,-5.67,660,606,671,617,
23:05.1,100,0,25.00-0.29,27.51,0.04,-5.8,660,605,672,617,
23:05.1,100,0,25.00-0.29,28.52,0.04,-6.07,661,604,673,616,
23:05.1,100,0,25.00-0.29,29.17,0.04,-5.42,662,604,673,615,
23:05.1,100,0,25.00-0.29,28.21,0.04,-4.09,663,606,671,614,
23:05.1,100,0,25.00-0.29,28.54,0.04,-4.51,663,605,672,614,
23:05.1,100,0,25.00-0.29,28.66,0.04,-4.08,663,606,671,614,
23:05.2,100,0,25.00-0.29,31.58,0.04,-4.02,666,603,674,611,
23:05.2,100,0,25.00-0.29,20.51,0.04,-2.61,656,615,662,621,
23:05.2,70,0,0.00-0.29,20.53,0.04,-2.64,656,615,662,621,
23:05.2,70,0,0.00-0.29,20.56,0.04,-2.68,656,615,662,621,
23:05.2,70,0,0.00-0.29,20.58,0.04,-2.73,656,615,662,621,
23:05.2,70,0,0.00-0.29,20.62,0.04,-2.79,656,615,662,621,
23:05.2,70,0,0.00-0.29,20.65,0.04,-2.84,656,615,662,621,
23:05.2,70,0,0.00-0.30,20.67,0.04,-2.86,656,615,662,621,
23:05.2,70,0,0.00-0.30,20.65,0.04,-2.88,656,615,662,621,
23:05.2,70,0,0.00-0.29,20.62,0.04,-2.86,656,615,662,621,
23:05.2,70,0,0.00-0.29,20.59,0.04,-2.81,656,615,662,621,
23:05.2,70,0,0.00-0.29,20.54,0.04,-2.72,656,615,662,621,
23:05.2,70,0,0.00-0.29,20.51,0.04,-2.66,656,615,662,621,
23:05.2,70,0,0.00-0.29,20.47,0.04,-2.57,656,615,662,621,
23:05.2,70,0,0.00-0.29,20.42,0.04,-2.52,656,616,661,621,
23:05.2,70,0,0.00-0.29,20.4,0.04,-2.46,656,616,661,621,
23:05.2,70,0,0.00-0.29,20.4,0.03,-2.41,656,616,661,621,
23:05.2,70,0,0.00-0.29,20.42,0.03,-2.37,657,616,661,620,
23:05.2,70,0,0.00-0.29,20.46,0.03,-2.38,657,616,661,620,
23:05.2,70,0,0.00-0.29,20.53,0.03,-2.4,657,616,661,620,
23:05.3,70,0,0.00-0.29,20.55,0.04,-2.45,657,615,662,620,
23:05.3,70,0,0.00-0.29,20.55,0.04,-2.52,657,615,662,620,
23:05.3,70,0,0.00-0.29,20.56,0.04,-2.58,656,615,662,621,
23:05.3,70,0,0.00-0.29,20.56,0.04,-2.6,656,615,662,621,
23:05.3,70,0,0.00-0.29,20.58,0.04,-2.61,656,615,662,621,
23:05.3,70,0,0.00-0.29,20.58,0.04,-2.61,656,615,662,621,
23:05.3,70,0,0.00-0.29,20.55,0.04,-2.62,656,615,662,621,
23:05.3,70,0,0.00-0.29,20.52,0.04,-2.61,656,615,662,621,
23:05.3,70,0,0.00-0.29,20.48,0.04,-2.6,656,615,662,621,
23:05.3,70,0,0.00-0.29,20.44,0.04,-2.58,656,615,662,621,
23:05.3,70,0,0.00-0.29,20.4,0.04,-2.57,656,616,661,621,
23:05.3,70,0,0.00-0.29,20.4,0.04,-2.54,656,616,661,621,
23:05.3,70,0,0.00-0.29,20.39,0.04,-2.5,656,616,661,621,
23:05.3,70,0,0.00-0.29,20.38,0.04,-2.46,656,616,661,621,
23:05.3,70,0,0.00-0.29,20.37,0.03,-2.42,656,616,661,621,
23:05.3,70,0,0.00-0.29,20.32,0.03,-2.4,656,616,661,621,
23:05.3,70,0,0.00-0.29,20.26,0.03,-2.38,656,616,661,621,
23:05.3,70,0,0.00-0.29,20.24,0.03,-2.37,656,616,661,621,
23:05.3,70,0,0.00-0.29,20.25,0.03,-2.37,656,616,661,621,
23:05.3,70,0,0.00-0.29,20.26,0.03,-2.37,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.28,0.03,-2.37,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.3,0.03,-2.36,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.32,0.03,-2.36,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.33,0.03,-2.35,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.33,0.03,-2.37,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.33,0.03,-2.38,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.32,0.03,-2.4,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.31,0.03,-2.4,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.29,0.03,-2.42,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.28,0.04,-2.46,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.28,0.04,-2.49,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.27,0.04,-2.5,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.28,0.04,-2.5,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.29,0.04,-2.5,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.28,0.04,-2.5,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.27,0.04,-2.49,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.27,0.04,-2.48,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.28,0.03,-2.44,656,616,661,621,
23:05.4,70,0,0.00-0.29,20.28,0.03,-2.41,656,616,661,621,
23:05.4,70,0,0.00-0.29,26.1,0.03,-3.04,662,609,668,615,
23:05.5,90,0,0.00-0.29,26.09,0.03,-3.02,662,609,668,615,
23:05.5,90,0,0.00-0.29,26.07,0.03,-3,662,609,668,615,
23:05.5,90,0,0.00-0.29,26.04,0.03,-3.01,662,609,668,615,
23:05.5,90,0,0.00-0.29,26.02,0.03,-3.02,661,609,668,616,
23:05.5,90,0,0.00-0.29,26.01,0.03,-3,662,609,668,615,
23:05.5,90,0,0.00-0.29,26,0.03,-3.01,661,609,668,616,
23:05.5,90,0,0.00-0.29,26,0.03,-3.01,661,609,668,616,
23:05.5,90,0,0.00-0.29,26.02,0.03,-3.02,661,609,668,616,
23:05.5,90,0,0.00-0.29,26.02,0.03,-3.04,661,609,668,616,
23:05.5,90,0,0.00-0.29,26.02,0.03,-3.05,661,609,668,616,
23:05.5,90,0,0.00-0.29,26.02,0.03,-3.04,661,609,668,616,
23:05.5,90,0,0.00-0.29,25.98,0.03,-3.05,661,609,668,616,
23:05.5,90,0,0.00-0.29,25.93,0.03,-3.06,661,610,667,616,
23:05.5,90,0,0.00-0.29,25.86,0.03,-3.05,661,610,667,616,
23:05.5,90,0,0.00-0.29,25.83,0.03,-3.02,661,610,667,616,
23:05.5,90,0,0.00-0.29,25.81,0.03,-3.03,661,610,667,616,
23:05.5,90,0,0.00-0.29,25.79,0.03,-3.03,661,610,667,616,
23:05.5,90,0,0.00-0.29,25.79,0.03,-3.07,661,610,667,616,
23:05.5,90,0,0.00-0.29,25.78,0.03,-3.15,661,610,667,616,
23:05.6,90,0,0.00-0.29,25.8,0.04,-3.22,661,609,668,616,
23:05.6,90,0,0.00-0.29,25.83,0.04,-3.3,661,609,668,616,
23:05.6,90,0,0.00-0.29,25.85,0.04,-3.33,661,609,668,616,
23:05.6,90,0,0.00-0.29,25.88,0.04,-3.35,661,609,668,616,
23:05.6,90,0,0.00-0.29,25.94,0.04,-3.36,661,609,668,616,
23:05.6,90,0,0.00-0.29,25.98,0.04,-3.37,661,609,668,616,
23:05.6,90,0,0.00-0.29,25.99,0.04,-3.4,661,609,668,616,
23:05.6,90,0,0.00-0.29,26.01,0.04,-3.44,661,609,668,616,
23:05.6,90,0,0.00-0.29,26.01,0.04,-3.44,661,609,668,616,
23:05.6,90,0,0.00-0.29,26.02,0.04,-3.42,661,609,668,616,
23:05.6,90,0,0.00-0.29,26.04,0.04,-3.38,661,609,668,616,
23:05.6,90,0,0.00-0.29,26.02,0.04,-3.36,661,609,668,616,
23:05.6,90,0,0.00-0.29,25.99,0.04,-3.32,661,609,668,616,
